count,title,description,link
12,연봉 1억 <b>개발자 면접</b> 보고 온 <b>후기</b>-,"개발 관련 논문/기술/서비스 중 1건 (O) 어제 <b>면접</b>관이었던 <b>개발자</b> 분도 vFHE를 followup하고 있고, 이전 회사 대표도 vFHE를 연구개발하고 있다고 했다. 나도 vFHE 관련해서 개념은 파악하고 있었는데, 좀 더... ",https://blog.naver.com/go-and-do/223510686549
13,"33살 비인기 언어 <b>개발자</b>의 이직 <b>후기</b> - <b>면접</b>, 코딩 테스트 <b>후기</b>",구루급 <b>개발자</b>와 찐 잘하시는 <b>개발자</b> 입장에서는 언어는 정말 도구입니다. 저 또한 이직을 성공한 새로운 회사에서 배웠던 TypeScript와 NestJS + NodeJS를 활용하는데 한 달이면 충분했습니다. 하지만.. <b>면접</b>관... ,https://blog.naver.com/ac9832/223094470434
14,신입 <b>개발자 면접 후기</b>,쓰는 <b>후기</b> 딱 기다려 내가 어디든 갑니다 나 먼저 데려가는 사람은 운 좋은 줄 아시오. 1.채용형 인턴 <b>면접</b> <b>면접</b>관 4: <b>면접</b>자 3인 다대다 <b>면접</b>이었다 <b>개발자</b>로 이직해야겠다고 정한 뒤 처음 보는 <b>면접</b>이라... ,https://blog.naver.com/archiving_jk/222834981181
15,2022년 미래에셋증권 IT <b>개발자 면접 후기</b>,비전공자에서 <b>개발자</b>로 전향했던 이유 업무를 하면서 협업 관련 어려웠던 경험 그리고 해결 방법... 경력직은 2차 <b>면접 후기</b>가 있었던 것 같은데.. 아무도 공유를 안 해서 내가 몰랐을 수도 있다고 생각한다.... ,https://blog.naver.com/exitje/223235186407
16,스웨덴 IT기업 <b>개발자</b> 채용/<b>면접 후기</b>,"오늘은 까먹기 전에 스웨덴 <b>면접</b> 경험과 <b>후기</b>를 기록해두려고 한다. 스웨덴에서 잡 찾는 방법... 실무<b>면접</b> 실무<b>면접</b>은 정말 압박<b>면접</b>이였다. 시니어 <b>개발자</b> 두명과 한시간동안 <b>면접</b>을 봤는데, 정말 질문을... ",https://blog.naver.com/travelerjulia/223209680854
17,"IT 풀스택 <b>개발자</b> 되기(이력서, <b>면접</b>질문, 코딩테스트 <b>후기</b>)","한국 <b>개발자</b> 경력 약 5년, 호주 경력(인턴십같지 않았던 인턴십) 약 3개월 비자유무 O (영주권은... - Elixir에 대해 써본적이 없어서 이거에 대한 교육이 있는지 물어봄 <b>후기</b> <b>면접</b>전에 Linkedin을 통해 인터뷰어를... ",https://blog.naver.com/k_eunaa/223119274584
18,"영국 백앤드 <b>개발자 면접</b> 과정, 합격 <b>후기</b>",인터뷰 <b>면접</b>관 Backend Head of Engineering <b>면접</b>은 1시간 예정이었으나 20분 오버됨. 질문 Can you describe your career journey so far? How did you transition from a front-end to a back-end role? Did your company... ,https://blog.naver.com/yabina/223518571069
19,[쌍용강북교육센터] <b>개발자</b> 과정 <b>면접</b> 질문 &amp; <b>후기</b>,오늘은 쌍용강북교육센터 <b>개발자</b> 과정 <b>면접</b> 질문과 <b>후기</b>에 대해 말씀해 드리려고 해요. 지피지기면 백전백승이라는 말이 있듯이 질문을 알면 답변을 잘 준비해 합격될 확률이 높으니까요! 보통은 학원에서... ,https://blog.naver.com/ming_ddu/223395242263
20,보험사 UI<b>개발자 면접 후기</b> (조졌음),"사실 저기 <b>면접</b>볼 때 고민을 많이 했다. 좋소에 가서 200충으로 살더라도 <b>개발자</b>의 꿈을 이어갈 것인가 아니면 꿈을 버리고 그냥 안정된 직장에서 퍼블리싱 하면서 살아갈 것인가, (그놈의 UI<b>개발자</b>......)... ",https://blog.naver.com/pikachu3333/222842371539
21,네이버 백엔드 <b>개발자 면접 후기</b>,"<b>면접</b>관분들의 기술적 역량이 매우 뛰어나 보였고, 분위기도 편하게 만들어주셨다. 그 때는 네이버에 대한 환상이 너무 컸어서, 천재 <b>개발자</b>들과 대화를 하는 기분이었다. 본인이 진행한 프로젝트나 사용한... ",https://blog.naver.com/junslog/222902278963
22,비전공자 신입<b>개발자 면접</b>이야기,"자기소개안시킴, 기술질문 없었음 경력관련해서 물어보고 <b>개발자 면접</b> 본적있는지 (첫 <b>면접</b>이라고... 본 <b>후기</b>로는 이회사는 <b>면접</b>전부터 거르고 싶었는데 50마넌 소리듣고 응 안가.. 싶었음 회사2 <b>면접</b>관... ",https://blog.naver.com/jinewholic/223491229531
23,사자처럼 11기 최종 합격 <b>후기</b> / 서류와 <b>면접 후기</b> / <b>개발자</b> 파트,체계적이고 <b>면접</b>에서 빡세다고 해서 걱정을 많이 했었습니다 그래도 간절한 게 보여서 그런가 다행히... 합니다 공모전이나 자세한 수업에 대한 <b>후기</b>는 완전히 활동 끝난 후에 작성해서 올리도록 하겠습니다!,https://blog.naver.com/tlee_daily/223168388097
24,비전공 프론트엔드 <b>개발자 면접 후기</b>,기술<b>면접</b>이지 않을까 싶음... 난 코딩테스트가 너무너무 싫은데 매일 2문제씩 푸는중이다 특히 CS 공부는 머리에 진짜 잘 안들어와서 강의 4번씩이나 봐야 들어옴 긴장해서 중간에 다시... ,https://blog.naver.com/soyeon1254/223355936437
25,비전공자 <b>개발자 면접</b>준비 어떻게 해야할까?,저도 도움받은만큼 도움을 드리고자 블로그에 제가 다녔던 <b>면접</b>들에 대해서 정리해뒀으니 AI <b>개발자</b>로 <b>면접</b>준비하시는 분들은 참고하시기 바랍니다! 저는 <b>면접후기</b>들을 보면서 크게 두가지로... ,https://blog.naver.com/aideveloper_jj/223319775001
26,"프론트엔드 <b>개발자</b>로 전직한 <b>후기</b> 2탄 (최종 합격 회사, <b>면접</b>... ","<b>개발자</b> 인성<b>면접</b> 문제 역시 구글링 하면 잘 나와 있으니 참고하도록 하자. 질문을 보고 자신만의... 구글링을 해 봐도, 네이버를 뒤져 보아도 퇴근 후 공부해서 <b>개발자</b>로 이직한 <b>후기</b>는 잘 나오지 않는다. 내가... ",https://blog.naver.com/khy2106/222896861442
27,국비지원 <b>개발자</b> 쌍용교육센터 강남 학원 <b>면접 후기</b>,"내가 신청한 과목은 ‘AWS 클라우드 활용 자바 풀스택 <b>개발자</b> 양성 과정’ 이었다. <b>면접</b> 준비를 위해 블로그를 찾아보니 개발 관련 기초지식을 물어봤다는 <b>후기</b>도 있고, 인성 <b>면접</b>만 본다는 <b>후기</b>도 있었는데... ",https://blog.naver.com/codnjs6887/222884740373
28,이커넥트 <b>면접 후기</b>.. &lt;<b>개발자</b> 취업&gt;,플랫폼 스타트업 <b>개발자 면접</b> 보고 왔다. 오랜만에 <b>면접</b>이라 긴장됐던.. 나는 이커넥트 개발팀... 생각하고 있었기 때문에 짐작은 하고있어서 별 타격은 없다. 더 좋은데 붙겠지. 이커넥트 <b>면접 후기</b> 끝.,https://blog.naver.com/you_0862/223362144585
29,[강남센터] 클라우드 기반 AlaaS <b>개발자</b> 과정 <b>면접 후기</b>,"<b>면접 후기</b> 나 포함 <b>면접</b>자 4명, <b>면접</b>관 1명과 같이 대략 1시간 동안 <b>면접</b>을 봤다. 네이버 클라우드 AlaaS <b>개발자</b> 과정은 클라우드 관련 개발을 하는 것이 아니라 클라우드를 이용하여 개발을 하는 반. 어찌 됐든... ",https://blog.naver.com/seop_02/223038642218
30,[국비] 핀테크 서비스를 위한 풀스택 <b>개발자</b> 양성 과정 <b>면접 후기</b>,아무튼 ~ 오늘은 내가 새로 시작하게 될 국비과정 <b>면접</b>을 보고 온 날이다! 앞으로 시작될 일들을 위해 기록을 해볼까 한다! 과정 이름은 제목에 있듯이 핀테크 서비스를 위한 풀스택 <b>개발자</b> 양성 과정... ,https://blog.naver.com/ju_ble/223319347277
31,<b>개발자</b> 이직 <b>면접 후기</b> 겸 기록,(잡플래닛 앱 아이디도 공유해줘서 공짜로 <b>후기</b> 다 볼 수 있었다. 너무 감사. 난 감사할 사람이 많구나..... 아마 그때 꼭 뽑고자했던 앱<b>개발자 면접</b>에서 그 사람을 뽑지 못했던가. 내부 사정이 있는 거 같다.... ,https://blog.naver.com/minzzi_ng/223122046972
32,프론트엔드 <b>개발자</b> 우아한형제들 배달의민족 기술<b>면접 후기</b>,2차는 기술<b>면접</b> 비대면으로 3:1 <b>면접</b> 봤음. 확실히 리더급이 경험이 많은듯이 진행을 엄청 잘하고 최대한 긴장안하고 대답할수있게 해주려고 배려하는게 느껴졌음. 프론트엔드 <b>면접</b> 이었는데 프로젝트 위주... ,https://blog.naver.com/hangru1106/223189704722
33,"경력직 프론트엔드 <b>개발자</b> 코딩테스트, <b>면접 후기</b>(스타트업... ",1차기술<b>면접</b> - 2차 대표<b>면접</b> - 최종합격 최종 결정 연봉: 6천대 초반 <b>후기</b>: 커피챗으로 시작해서 정말... 기술<b>면접</b>: <b>면접</b>은 인터넷에 프론트엔드 <b>개발자</b> 기술<b>면접</b> 검색하면 나오는거 거의 다 나오긴 했는데... ,https://blog.naver.com/pikachu3333/223239565991
34,호주 시드니 3년차 <b>개발자</b> 이직 리뷰3: 기술 <b>면접</b>,실제 개발 스킬과 <b>면접</b>에서 설명하는 스킬은 달랐다 망한 <b>면접 후기</b> 코딩 챌린지의 <b>면접</b>관이 편안한 분위기로 <b>면접</b> 중간에 쿨하게 &quot;잘했어요 바로 패스입니다^^&quot; 해주고 기술<b>면접</b>에 관한 안내도... ,https://blog.naver.com/yanadev/223386250436
35,국비교육 비전공 <b>개발자</b> 취준생 <b>면접 후기</b>,"솔루션 및 SI (가디, <b>면접</b>관 1: <b>면접</b>자 3) 여기는 넣기만 하면 일단 다 부르는거 같음. 다른 친구들도 다녀와서 <b>후기</b>를 들어봤는데 문제가 다 똑같고 인성 질문 전혀 안함. 요구사항 보여주고 설명해주고 이러한... ",https://blog.naver.com/itisgoood/223112871959
36,엔테크서비스 <b>개발자</b> 공채 <b>면접 후기</b>,"딱히 할거 없어서 쓴다 <b>면접</b>은 ,... 비대면이었으면 좋았겠으나 직접 가서 봤다. 회사가 분당 수내역... 하여튼 <b>면접</b>시간은 총 2시간이었고 <b>면접</b>관은 세분이었다 미팅룸 같은 곳에 들어가서 보는데 화이트보드도... ",https://blog.naver.com/justmyjournal/223180447999
37,<b>개발자 면접</b> 준비 <b>개발자</b>취업 <b>후기</b> CS지식 정리 책 추천,안녕하세요 제니 입니다 <b>개발자 면접</b>준비할 때 어떻게 준비할 수 있는지 알려 드려요! <b>개발자 면접</b> 준비 중이신 분들에게 필수 팁! CS 지식 총정리! 기술적 지식: <b>면접</b>자가 적용할 기술 스택 또는 분야에 대한... ,https://blog.naver.com/julia_travel/223357308733
38,"CS :: <b>개발자</b> 취업 치트키, 기술<b>면접</b>대비 CS 전공 핵심요약집",너무 어렵지 않게 풀어서 쓰여진 CS지식이 <b>개발자</b> 취업 치트키로 적합하다 생각이 들었던 길벗출판사 &quot;기술 <b>면접</b> 대비 CS전공 핵심 요약집&quot; <b>후기</b>였습니다. 현재 도서 구입 시 아래의 링크를 통해 도서 구입을... ,https://blog.naver.com/kim_wlsk/223195470196
39,윤영돈 박사 <b>면접</b>스타카드 역량카드 <b>개발자</b> 채용트렌드2024 저자,"한다는 <b>면접 후기</b>가 눈에 띈다. 서울, 김해 두 곳에 하기로 했는데, 다행히 부산에서 픽업을... 윤영돈 출판 비전코리아 발매 2023.11.24. https://youtu.be/EMl9LUKe43E?si=YGqxSfZJibCSMJO2 휴넷 <b>면접</b>관 교육 <b>개발자</b> 윤영돈",https://blog.naver.com/webwriter/223390387606
40,선배들의 <b>개발자</b> 인턴 <b>후기</b> (1) &quot;<b>면접</b> 및 서류 평가 등 입사... ,1) <b>개발자</b> 인턴 또는 IT 인턴을 찾고 계시는 분들 2) <b>개발자</b> 인턴으로 실무 경험을 쌓고 싶지만 인턴... 공유해주시면서 <b>면접</b>을 대비할 수 있도록 도와주셨던 것 같습니다. Bain &amp; Company <b>후기</b> - 연세대학교... ,https://blog.naver.com/prime_career/223471210779
41,"준비, <b>면접</b> 노하우가 담긴 &lt;나, <b>개발자</b>로 100명 취업시켰다&gt; <b>후기</b>","&lt;나, <b>개발자</b>로 100명 취업시켰다&gt; 구매링크 *** #초보<b>개발자</b> #나<b>개발자</b>로100명취업시켰다 #<b>개발자</b>취업 #<b>개발자</b>포트폴리오 #<b>개발자면접</b> #RDTI #<b>개발자</b>성향검사 #<b>개발자면접</b>노하우 #<b>개발자</b>이직 #이지스퍼블리싱",https://blog.naver.com/mangohye/223446812917
42,쿠팡 백엔드 시니어 <b>개발자 면접 후기</b>,<b>후기</b> 역시나 전화로 합격 통보를 받았다. 오퍼에 관한 것도 전부 전화로 했다. 이메일로 확정된 내용을 좀 받고 싶었는데 답답했다. 비포괄에서 포괄로의 이동임에도 인상률이 크지 않았다. <b>면접</b>은 분명 아주... ,https://blog.naver.com/junslog/222902279677
43,[취업] 소프트웨어 <b>개발자</b> 기술<b>면접</b> 준비 도서 추천 &lt;기술 <b>면접</b>... ,"이전에 네이버, 카카오페이, 삼성전자 취업 <b>후기</b> 및 <b>개발자</b> 취준 팁 글을 올렸었는데요 기술 <b>면접</b> 준비 방법에 대해 궁금해하시고 막막해하시는 분들이 많더라구요 당시 제가 이러한 식으로 trello에... ",https://blog.naver.com/paula23/223188764127
44,해커스 교육그룹 IT PHP 웹<b>개발자 면접 후기</b>,"그리고, php개발자에 맞게 php언어로 손코딩을 시킵니다. 문제는 2문제였고,엄청 어려운 문제는... 해커스교육그룹본관면접후기 #해커스교육그룹IT면접후기 #해커스교육그룹웹<b>개발자면접후기</b>",https://blog.naver.com/tjsk002/223056389589
45,[0059] <b>개발자 면접</b> 최종 결과 &amp; 날씨가 넘 좋다 &amp; 세션을 DB에... ,<b>개발자 면접</b> 최종 결과 &amp; 이전에 2시간 <b>면접</b>봤던 곳은 어제 탈락 문자가 왔다. 이렇게 탈락 문자를 보내주는 것도 다 일이고 시간이 드는 일인데 감사했다. 21명의 <b>면접</b>을 보시는 것도 정말 힘드셨겠다 라는... ,https://blog.naver.com/lifedesigner88/223507655926
46,<b>개발자</b>취업 <b>면접</b>을 위한 CS 전공지식 노트 서평 <b>후기</b>,<b>개발자면접</b>에 가보면 개발 뿐만 아니라 컴퓨터공학에 필요한 다양한 지식들을 요구하고 있으며 실무에서도 기본적인 네트워크나 데이터베이스 등의 지식들도 필요하기 때문에 <b>면접</b>을 위한 CS 전공지식 노트에... ,https://blog.naver.com/pgh7092/223358252702
47,Software <b>개발자</b>의 <b>면접 후기</b>,이때까지 내가 봤던 <b>면접 후기</b>들을 정리해보겠다.. 사실 너무 오래되어서 기억은 잘 안나지만!! 기억의 복기해서 AWS Google MS 정도..로 :),https://blog.naver.com/fancy_life/223482920923
48,비전공 개발자 프론트엔드<b>개발자 면접후기</b>(2),"질문하셨어요~ #<b>개발자면접</b> #<b>개발자면접</b>질문 포부를 물어보는 질문도 있었습니다. 미래의 나의... 이상으로 <b>면접 후기</b>를 마칩니다 ^,^ 우여곡절도 많았는데 우여곡절 썰도 한번 풀어보겠습니다.. 참고로... ",https://blog.naver.com/designerkhs/222498422214
49,국비지원IT학원 <b>개발자</b> 취업 <b>후기</b>,"국비지원IT학원 <b>개발자</b> 취업 <b>후기</b> 아마 다들 아시겠지만! 코딩은 현재와 미래의 산업과 사회에서 매우... 국비지원IT학원 <b>개발자</b> 취업지원은 1) 이력서 및 자소서, 2) <b>면접</b> 준비, 3) 프로젝트 경험, 4) 포트폴리오... ",https://blog.naver.com/nomad_b-/223455362626
50,코딩 국비지원 <b>후기</b> <b>개발자</b> 취업 내일배움카드 IT취업,"코딩 국비지원 <b>후기</b> 믿어도 될까? 2. <b>개발자</b> 취업 준비 어떻게 입문할까? 3. 본인 MBTI 성격에 맞는... 기술<b>면접</b>, IT용어 실습형으로 배우기 코딩테스트 기업 타겟팅을 통한 회사에서 요구하는 자격증 - 스펙 준비... ",https://blog.naver.com/dkfjgb1657/223475950994
51,주니어 SI <b>개발자</b> 이직 <b>후기</b>(2년 미만),#SI #<b>개발자</b> #백엔드 #<b>개발자</b> #주니어 #2년차 #이직 #<b>후기</b> #중소 #다운그레이드 #퇴사 #불경기 #중고신입 #실무<b>면접</b> #문화적합성<b>면접</b> #문화적합성 #컬쳐핏<b>면접</b> #컬쳐핏 #실무진<b>면접</b> 심정 24년 6월 30일이 퇴사였는데... ,https://blog.naver.com/sad_marline/223544403977
52,네이버 <b>개발자 면접 후기</b>,"developer <b>면접</b>을 준비하면서 불안한 마음에 네이버 <b>면접</b> 관련 검색을 해봤는데 의외로 제대로 된 <b>후기</b>를... 현 직장의 시니어급 <b>개발자</b>분께 여쭤보니, 전화<b>면접</b>은 주로 저연차 지원자의 기본적인 개발 소양을... ",https://blog.naver.com/seoulworkshop/221403510698
53,강남IT학원 빠르게 만들어주는 <b>개발자</b> 취업 <b>후기</b>,"기술 <b>면접</b> 또한 준비를 잘할 수 있었습니다. Q4. 채용 방식은 어떤 과정을 거쳤고, 기업에서의 기억에... 성공한 <b>개발자</b> 취업 <b>후기</b> 사례를 공유해 드렸습니다. 누구나 선택하기 전이 제일 두렵고, 망설여집니다.... ",https://blog.naver.com/itwill_official/223547434591
54,프론트엔드 <b>개발자</b> <b>후기</b>는?~,오늘 제가 알려드릴 낸용은 프론트엔드 <b>개발자</b> <b>후기</b>인데요~! 아무래도 제가 과|정을 직접 설명드리기... 프론트엔드 <b>개발자</b>로 취직했는데요 제가 주로 사용 언어는 PHP입니다. <b>면접</b> 볼 때 부장님이 차후에 확장성... ,https://blog.naver.com/jenme2848/223461179551
55,강남IT학원 국비지원 <b>개발자</b> 교육과정 <b>후기</b>,"국비지원 <b>개발자</b> 교육과정을 거치게 된다면, 수강에 대한 도움뿐만 아니라 이력서 작성, <b>면접</b> 준비... 마지막으로 국비지원 <b>개발자</b> 교육과정 실제 <b>후기</b>에 대해서 공유해 드리겠습니다. 아이티윌 홈페이지 수강... ",https://blog.naver.com/giho74/223498636846
56,"java,spring 쓰는 <b>개발자 면접후기</b>2(java개발자 이직준비)",거기있는 나를 <b>면접</b>했던 젊은 <b>개발자</b> 애들보면서 느낀게 아마 내가 어버버하면서 아 그래요? 하고 대표입맛대로 나불거리고 연봉적게 불렀으면 합격이 됬을것이다. 여기있는 얘내는 실력이있어서 여기있는게... ,https://blog.naver.com/vjzm44/222332035705
57,국비지원 <b>개발자</b> 부트캠프 솔직한 수강<b>후기</b>,수강<b>후기</b>를 소개합니다! 국비지원 부트캠프로 <b>개발자</b> 취업을 희망하시는 분들에게 도움이 되길... 파이널 프로젝트가 끝나고 나면 실무자분들을 초청해 모의<b>면접</b>을 보는 시간을 가진다. <b>면접</b>자가 나 혼자였던... ,https://blog.naver.com/goodee0205/223546313341
58,영국 취업 후기 - 영국 스타트업 <b>개발자 면접 후기</b>,<b>개발자</b>해외취업 #<b>개발자</b>해외취업<b>후기</b> #<b>개발자</b>해외취업사례 #해외취업사례 #워홀 #<b>개발자</b>워홀사례 #<b>개발자</b>워홀<b>면접</b> #워킹홀리데이 #1일1블로그 #1일1포스팅 #직장인 #외국인노동자 #직장생활 #외국생활,https://blog.naver.com/ddduuu12/222657260365
59,비전공자 <b>개발자 면접 후기</b>,"<b>면접</b>본지는 좀 되었지만 기록을 남기기 위해, 누군가에게 도움이 되기 위해 이제서라도 쓴다! 10월 24일... 다른 분야 경력을 갖고 있는데 왜 <b>개발자</b>가 되려고 하는지? 4. 10년 후에 어떤 사람이 되어 있을것같은가... ",https://blog.naver.com/hms9210/221729890866
60,비전공 개발자 프론트엔드<b>개발자 면접후기</b>! 실제 받은... ,"회사에 대한 기본적인 정보도 알고 가야해요 반응이 좋으면 다른 곳 (VR <b>개발자 면접</b>, 강남의 아주조그만 이상한 스타트업 <b>면접</b>, 현재 붙은 곳 <b>면접</b>) <b>후기</b>도 써보겠습니다. 2탄 링크합니다 https://blog.naver.com... ",https://blog.naver.com/designerkhs/222495556325
61,"보안 과정 지원 <b>후기</b> - 자기소개서, 레벨테스트, <b>면접</b>, 합격",평택에서 잠시 노가다를 하다가 다시 <b>개발자</b>를 하기로 결심하고 집으로 돌아와 웹 개발 채용 공고를... CH.5 <b>면접 후기</b> <b>면접</b>은 일단 굉장히 여유롭게 진행된다. <b>면접</b>관들은 부드럽게 대해주고 대답에 허점이... ,https://blog.naver.com/iugaa/223536979596
62,<b>개발자</b> 잡코리아 포지션 제안 <b>면접후기</b>,"<b>개발자</b> 잡코리아 포지션 제안 <b>후기</b> 국비학원이 끝나고, 최근에는 국비 포트폴리오로는 취업... <b>면접후기</b> 사회는 달콤하지 않아요 첫 인상 회사 건물은 와!!이게 서울이구나!! 싶을 정도로 진짜 좋았고 (실제로는... ",https://blog.naver.com/123_4_/222696278167
63,SK 엔카 경력 <b>개발자</b> 지원/<b>면접 후기</b>,"원티드를 통해 SK 엔카 백엔드 <b>개발자</b>에 지원하였다. 서류 - 기본 소개(담당 업무, 경력, 학력, 자격증) - 경력 기술서(사용언어, 상세내용) 온라인 인성검사 2020.03.19. 1차 실무<b>면접</b> 전 인성 검사를... ",https://remover.tistory.com/180
64,영국 워홀  프론트엔드 <b>개발자 면접 후기</b>,"약 일주일 후 다음 단계 인터뷰를 진행하고 싶다고 회신이 왔으며, 호주에 있는 <b>개발자</b>와 <b>면접</b>을 보게 되었다. (퇴근 후 <b>면접</b>을 볼 수 있는 영국 시차와는 다르게 호주의 시차를 맞추려면 오전 반차를 써야... ",https://blog.naver.com/cheesecake_cookie/222636495779
65,"비전공자 신입<b>개발자</b> 취뽀! (이력서작성 꿀팁, <b>면접후기</b>)",항해99후기 https://blog.naver.com/iyoule/222646084034 그럼이만 #신입개발자 #비전공자신입개발자 #개발자이력서 #<b>개발자면접후기</b> #신입개발자이력서 #신입개발자면접 #개발자신입,https://blog.naver.com/iyoule/222663319942
66,[면접] 비전공 개발자 백엔드<b>개발자 면접 후기</b>,준비해서 더 많이 <b>면접</b>을 봐야겠어요 : ) 이상으로 <b>면접 후기</b>를 마치겠습니다. 긴 글 읽어주셔서 감사합니다^^ #신입 #<b>면접</b> #<b>면접</b>준비 #<b>면접후기</b> #기술<b>면접</b> #인성<b>면접</b> #코딩테스트 #비전공<b>개발자</b> #<b>개발자면접</b>질문,https://blog.naver.com/seomoothie/222620189029
67,"java,spring 쓰는 <b>개발자 면접후기</b>3 (java개발자 이직썰)",아니 이게 과연 <b>개발자</b> 영역인가... 회사꺼가 jsp java model2방식이라... jsp에 자바소스 겁나 가져다 붙쳐야되는데 이게 html딴에도 src=&quot;&lt;%=value%&gt;&quot; 이런식으로도 되어있어서 ㅋㅋㅋㅋ완전 개노가다 그래서 나랑... ,https://blog.naver.com/vjzm44/222365097721
68,[<b>개발자 면접 후기</b>] 면접 질문 복기,<b>개발자</b> 취준하면서 들었던 <b>면접</b> 질문들을 복기했습니다! 개인적인 생각에 우선 비전공자인 경우 기술 관련 질문은 조금도 틀리지 않는 정확함 보다는 사회성이 갖춰졌는지와 꾸준히 개발을 할 수 있는지를... ,https://blog.naver.com/gsjyonee/222687483375
69,"비전공자 SI <b>개발자 면접 후기</b>, 면접 질문, 연봉 등",제가 최종합격한 회사의 <b>면접</b> 스토리는 다음 회에 계속.. #<b>개발자</b> #SI<b>개발자면접</b> #<b>개발자면접</b> #<b>개발자</b>기술<b>면접</b> #SI업계 #si업계 #si보도방 #비전공자<b>개발자</b> #비전공자<b>개발자면접</b>질문 #IT해외취업,https://blog.naver.com/heelimjo/222254247354
