count,date,title,description,org_link,link
795,2024-07-19 13:12:00,"서린씨앤아이, 하이트 Y70TI 디스플레이 예약 판매 진행","컴퓨터 관련 주요 부품 수입 유통 전문 업체 서린씨앤아이(대표: 전덕규)가 하이트(HYTE)의 PC케이스 Y70 시리즈 전용 액세서리, Y70 <b>인피니트</b> 디스플레이 업그레이드 킷(Infinite Display Upgrade Kit, 이하 Y70TI... ",https://kbench.com/?q=node/258228,https://kbench.com/?q=node/258228
796,2024-07-19 13:04:00,SWIM&amp;SUN 2,리조트 중심에는 상징적인 <b>인피니트</b> 풀과 넓은 야외 데크를 선보인다. 경외심을 불러일으키는 일몰과 잔잔한 수면을 감상해보자. WEB www.ourhabitas.com/ras-abrouq 카타르 서부 반도에 위치한 아워 하비타스 라스... ,https://www.maisonkorea.com/life/2024/07/swimsun-2/?utm_source=naver&utm_medium=partnership,https://www.maisonkorea.com/life/2024/07/swimsun-2/?utm_source=naver&utm_medium=partnership
797,2024-07-19 10:30:00,대기업과 콜라보 하니 아파트 가치 '업(UP)',에어컨 <b>인피니트</b> 라인'을 아파트에 첫 적용한다는 소식이 전해졌는데요. 첫 적용되는 아파트가 바로 '그란츠 리버파크'입니다. '비스포크 AI 무풍 시스템 에어컨 <b>인피니트</b> 라인'은 삼성전자의 프리미엄 라인에서도... ,https://www.rcast.co.kr/news/articleView.html?idxno=25344,https://www.rcast.co.kr/news/articleView.html?idxno=25344
798,2024-07-19 09:26:00,7월 건강관리기술 상장기업 브랜드평판 1위는 '뷰노',"건강관리기술 상장기업 브랜드평판 2024년 7월 빅데이터 분석 순위는 뷰노, 제이엘케이, 비트컴퓨터, 유비케어, CJ바이오사이언스, <b>인피니트</b>헬스케어, 이지케어텍, 솔본, 라이프시맨틱스 순이었다.... ",http://www.biotimes.co.kr/news/articleView.html?idxno=16220,http://www.biotimes.co.kr/news/articleView.html?idxno=16220
799,2024-07-19 09:04:00,"뷰노, 건강관리기술 상장기업 브랜드평판 7월 빅데이터 분석 1위","연구소에 따르면 건강관리기술 상장기업 브랜드평판 2024년 7월 빅데이터 분석 순위는 뷰노, 제이엘케이, 비트컴퓨터, 유비케어, CJ바이오사이언스, <b>인피니트</b>헬스케어, 이지케어텍, 솔본, 라이프시맨틱스... ",http://www.thebigdata.co.kr/view.php?ud=20240719072420849807d270612f_23,http://www.thebigdata.co.kr/view.php?ud=20240719072420849807d270612f_23
800,2024-07-19 09:00:00,"&quot;삼성전자 고효율 가전, 탄소저감 기여&quot;","에어 <b>인피니트</b> 라인, 비스포크 AI 하이브리드, 비스포크 AI 콤보, 비스포크 그랑데 건조기 AI 제품이 '에너지위너상'에 선정됐다. 올해 '탄소중립위너상'은 공기청정기가 받았다. '비스포크 큐브 에어 <b>인피니트</b> 라인... ",http://www.newspenguin.com/news/articleView.html?idxno=17276,http://www.newspenguin.com/news/articleView.html?idxno=17276
801,2024-07-19 08:46:00,"[브랜드평판] 뷰노, 건강관리기술 상장기업 7월 1위···제이엘케이·비트컴...","건강관리기술 상장기업 브랜드평판 2024년 7월 빅데이터 분석 순위는 뷰노, 제이엘케이, 비트컴퓨터, 유비케어, CJ바이오사이언스, <b>인피니트</b>헬스케어, 이지케어텍, 솔본, 라이프시맨틱스 순이었다.... ",https://www.enetnews.co.kr/news/articleView.html?idxno=27089,https://www.enetnews.co.kr/news/articleView.html?idxno=27089
802,2024-07-19 08:44:00,"뷰노, 건강관리기술 상장기업 브랜드평판 7월...1위","건강관리기술 상장기업 브랜드평판 2024년 7월 빅데이터 분석 순위는 뷰노, 제이엘케이, 비트컴퓨터, 유비케어, CJ바이오사이언스, <b>인피니트</b>헬스케어, 이지케어텍, 솔본, 라이프시맨틱스 순이었다.... ",http://www.beyondpost.co.kr/view.php?ud=20240719083959103846a9e4dd7f_30,http://www.beyondpost.co.kr/view.php?ud=20240719083959103846a9e4dd7f_30
803,2024-07-19 08:14:00,"건강관리기술 상장기업 브랜드평판 7월 1위 뷰노, 2위 제이엘케이, 3위 비트컴...","건강관리기술 상장기업 브랜드평판  7월 빅데이터 분석 순위는 뷰노, 제이엘케이, 비트컴퓨터, 유비케어, CJ바이오사이언스, <b>인피니트</b>헬스케어, 이지케어텍, 솔본, 라이프시맨틱스 순이다. 건강관리기술... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=277756,https://www.pinpointnews.co.kr/news/articleView.html?idxno=277756
804,2024-07-19 04:01:00,글램핑·온천·워터파크 한 곳에… 여름 낙원이 기다립니다 [Weekend 레저],"이벤트스파와 연결된 아웃도어스파로는 <b>인피니트</b>스파, 아쿠아바, 파이어플레이스 등이 있다. 파이어플레이스에는 히노끼탕과 썬베드가, <b>인피니트</b>스파 뒤편에는 체온유지실이 있어 물놀이를 하다 소진된 체력을... ",http://www.fnnews.com/news/202407181840458035,https://n.news.naver.com/mnews/article/014/0005215727?sid=103
805,2024-07-18 21:52:00,"삼성전자, 6년 연속 올해의 에너지대상","에어 <b>인피니트</b> 라인’ 공기청정기가 선정됐다. 이 밖에도 무풍에어컨 벽걸이와 비스포크 AI 인덕션이 각각 에너지절약상, 에너지기술상을 받았다. 이와 함께 비스포크 큐브 에어 <b>인피니트</b> 라인, 비스포크 AI 하이브리드... ",http://www.kwangju.co.kr/article.php?aid=1721307000771155005,http://www.kwangju.co.kr/article.php?aid=1721307000771155005
806,2024-07-18 19:47:00,"700만 관람객 홀린 아르떼뮤지엄, 19일 부산에 새 전시관 개관","아르떼뮤지엄 부산의 신규 작품 ‘스태리 부산’ (사진=디스트릭트) 이밖에도 국내외 아르떼뮤지엄에서 많은 사랑을 받은 ‘워터폴 <b>인피니트</b>’, ‘웨이브’ 등 총 19개의 작품을 통해 관람객에게 보다 다양한 경험을... ",http://www.edaily.co.kr/news/newspath.asp?newsid=03686726638955832,https://n.news.naver.com/mnews/article/018/0005793285?sid=103
807,2024-07-18 19:26:00,"삼성전자, 6년 연속 '에너지 대상'…7개 제품 휩쓸었다","에어 <b>인피니트</b> 라인', '비스포크 AI 하이브리드', '비스포크 AI 콤보', '비스포크 그랑데 건조기 AI' 이밖에 ▲비스포크 큐브 에어 <b>인피니트</b> 라인 ▲비스포크 AI 하이브리드 ▲비스포크 AI 콤보 ▲비스포크 그랑데 건조기 AI... ",https://www.apnews.kr/news/articleView.html?idxno=3022125,https://www.apnews.kr/news/articleView.html?idxno=3022125
808,2024-07-18 19:02:00,"삼성전자, '에너지 대상' 6년 연속·'탄소중립위너상' 3년 연속 수상",그밖에 ▲비스포크 큐브 에어 <b>인피니트</b> 라인 ▲비스포크 AI 하이브리드 ▲비스포크 AI 콤보 ▲비스포크... 에어 <b>인피니트</b> 라인' 공기청정기가 선정됐다. 이로써 삼성전자는 3년 연속 '탄소중립위너상'을 받았다. 지난 5월... ,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160289539300777,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160289539300777
809,2024-07-18 18:34:00,"美 빌보드 평론가도 인정한 '명곡 맛 집' 온앤오프, '인퓨즈' 트랙리스트 공개","이번 신보 '인퓨즈'는 멤버들의 목소리가 없는 인스트루멘탈 앨범으로 아이돌 중에서는 <b>인피니트</b>, 러블리즈, 트리플에스에 이어 세 번째다. 가수의 목소리를 뺀 인스트루멘탈만을 담은 앨범을 낸다는 것은... ",http://www.topstarnews.net/news/articleView.html?idxno=15519952,http://www.topstarnews.net/news/articleView.html?idxno=15519952
810,2024-07-18 18:02:00,"삼성 갤럭시 북4 엣지, ‘에너지대상’ 수상 영예…‘탄소중립위너상’은 3년...",이 외에도 △비스포크 큐브 에어 <b>인피니트</b> 라인 △비스포크 AI 하이브리드 △비스포크 AI 콤보 △비스포크... 에어 <b>인피니트</b> 라인 공기청정기가 뽑혔다. 올해 5월 산업부 국가기술표준원으로부터 ‘신기술 인증(NET)’을... ,https://www.ceoscoredaily.com/page/view/2024071818002388498,https://www.ceoscoredaily.com/page/view/2024071818002388498
