,text,label
25,진혁은 도난 신고 전 지구대의 연락을 받아 차를 돌려받았다고 진술했다. 동호는 “도난이 아니라 누군가에게 빌려준 건 아닙니까? 그리고 그 사람의 정체를 밝힐 수 없는 거겠죠.”라는 그럴듯한 추측을 던지며 진혁의 반응을 살폈다.,1
26,"KBS 2TV 수목드라마 ‘완벽한 가족’(연출 유키사다 이사오, 제작 빅토리콘텐츠)은 누가 봐도 행복하고 완벽해 보이는 가족이 딸의 살인으로 인해 점점 서로를 의심하게 되는 미스터리 스릴러 드라마다. 독창적인 소재와 박진감 넘치는 전개로 안방극장에 역대급 반전과 재미를 선사한다.",1
27,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/416/2024/09/04/0000307936_001_20240909135417401.jpg?type=w647""/></span></span></span>[SBS연예뉴스 | 김효정 에디터] 액셔니스타가 탑걸의 미저리 전략에 대응할 전략을 강구했다.",1
28,4일 방송된 SBS '골 때리는 그녀들'(이하 '골때녀')에서는 FC액셔니스타와 FC탑걸이 결승전을 놓고 준결승을 펼쳤다.,1
29,"이날 방송에서는 액셔니스타의 이혜정은 긴급 정보를 입수해 멤버들에게 알렸다. 그는 ""얘들아 긴급 정보, 탑걸이 우리를 미저리처럼 잡겠대""라고 했다.",1
30,이에 액셔니스타는 벌써 상상이 간다며 박지안과 정혜인을 집중 마크할 탑걸을 예상했다.,1
31,"박지안은 ""나를 묶는다고 붙어주면 우리는 땡큐다. 내가 묶인 사이에 언니들이 편안하게 공격하면 된다""라고 했다.",1
32,"그러자 정혜인은 ""보경이랑 다영이 전략이 셀 수 있다. 절대 방심해선 안 된다""라고 경고했다.",1
33,"이에 이근호 감독은 ""박지안 정혜인에 대한 강한 압박이 예상된다. 거기에 패스 플레이로 탈압박을 할 예정이다""라고 전략을 공개했다.",1
34,"또한 문지인 박하나의 탈압박에 대한 전략도 준비해 눈길을 끌었다. 이근호 감독은 ""문지인 박하나가 상대가 노리고 들어오는 타깃이 되지 않을까 생각하고 준비하고 있다. 볼이 왔을 때 어떻게 플레이해야 하는지 생각해서 패스 플레이 준비해 뒀다""라고 밝혀 어떤 경기가 펼쳐질지 궁금증을 자아냈다. </div></article>",1
35,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">[스타뉴스 | 김수진 기자] <span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/108/2024/09/04/0003263598_001_20240904224608117.jpg?type=w647""/></span></span><em class=""img_desc"">최윤라/사진제공=판타지오</em></span>배우 최윤라가 '내 여자친구는 상남자' 출연을 확정했다. '연애 쑥맥' 연기에 도전한다.",1
36,"'내 여자친구는 상남자'(극본 이해나, 연출 유관모, 제작 스튜디오N, 블러썸이엔씨, 플레이그라운즈)는 인기 네이버웹툰을 원작으로 한 드라마로, 하루아침에 꽃미남이 되어버린 여자친구 김지은(아린)과 그런 여자친구를 포기할 수 없는 여친 바라기 박윤재(윤산하)가 펼치는 대환장 로맨스다.",1
37,최윤라는 극 중 김지혜 역을 맡았다. 김지혜는 김지은의 언니로 연애 고수인 것처럼 보이지만 실상은 연애 쑥맥으로 과거 고등학교 입학식때 첫눈에 반했던 첫사랑을 아직도 잊지 못했다는 거대한 비밀을 가지고 있는 인물. 지금까지 맡았던 역할들과는 달리 '연애 쑥맥'이라는 색다른 모습을 보여줄 것으로 기대를 모은다.,1
38,"최윤라는 지난 2017년 JTBC 드라마 '언터쳐블'로 데뷔 후 드라마 '배드파파', '블라인드', '며느라기'에 이어 '내 눈에 콩깍지'에서 첫 주연을 맡으며 신들린 악역 연기로 시청자들에게 눈도장을 찍으며 호평을 이끌어냈다.",1
39,아린과 찐자매 케미로 극의 재미를 더할 최윤라에게 기대가 모아지는 가운데 '내 여자친구는 상남자'는 내년 방영 예정이다.,1
40,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/416/2024/09/04/0000307935_001_20240909135414983.jpg?type=w647""/></span></span></span>[SBS연예뉴스 | 김효정 에디터] 탑걸의 승리 전략이 공개됐다.",1
41,4일 방송된 SBS '골 때리는 그녀들'(이하 '골때녀')에서는 FC액셔니스타와 FC탑걸이 결승전을 놓고 준결승을 펼쳤다.,1
42,이날 김태영 감독은 탑걸의 전략으로 미저리 전략을 내세웠다.,1
43,"극적으로 4강에 진출한 탑걸의 김태영 감독은 액셔니에 맞서 ""골 아웃됐을 때 지안이한테 절대 못 주게 해야 한다. 지안이는 다영이가 막을 거다. 그리고 보경이는 혜인이를 막아야 한다""라고 했다.",1
44,"그는 ""두 선수는 개인이 가지고 있는 기량들이 있기 때문에 절대로 편하게 두지 않을 거다. 상당히 괴롭힐 거다""라며 정혜인과 박지안에 대한 원천 봉쇄를 주문했다.",1
45,"이에 다영은 ""지안 언니가 나 때문에 축구 못하겠다는 말을 듣도록 붙어 다닐 거다. 짜증 나 라는 말이 나올 때마다 포인트가 하나씩 올라가는 거다""라며 각오를 밝혔다.",1
46,"그리고 채리나는 ""우리 오늘 컨셉은 한 여름밤의 미저리다""라며 다영에게 강력한 미저리 전략을 요구해 눈길을 끌었다. </div></article>",1
47,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">[스타뉴스 | 정은채 기자] <span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/108/2024/09/04/0003263585_001_20240904204016142.jpg?type=w647""/></span></span><em class=""img_desc"">/사진='스캔들' 방송화면 캡쳐</em></span>'스캔들' 한보름이 한채영의 사무실에 잠입한 장면이 그려졌다.",1
48,4일 방송된 KBS 2TV 일일드라마 '스캔들'에서는 백설아(한보름 분)가 변장 후 문정인(한채영 분)의 사무실에 잠입했다. ,1
49,"잠입 중 백설아는 순찰 중이던 경비에게 발각됐다. 그러나 ""나 드라마 '포커페이스' 작가다. 작품 내용 중 이런 걸 쓰는 게 있어서 착용한 거다. 일 때문에 사무실에 들렀다""라고 한 후 위기를 모면했다.",1
50,"문정인 사무실에 들어오는 것까지 성공한 백설아는 문정인의 책상 서랍을 열기 위해 열쇠를 찾고자 했다. 그러다 우연히 문정인 책상 위에 있던 화분을 깨트렸고, 그 안에 숨겨져 있던 열쇠를 발견했다.",1
51, 서랍장 안에는 문정인이 숨겨둔 스폰서 리스트와 비밀 유지 계약서가 있었다.,1
52,"한편, 문정인이 수상함을 눈치채고 사무실로 향했다. 그러나 이미 백설아는 현장을 벗어나 탕비실로 이동한 상태였다. 하지만 문정인은 여전히 회사에 있는 백설아를 수상히 여기며 가방을 열어 자신에게 보여 달라고 요청했다.",1
53,"이를 백설아가 거절하자 문정인은 ""네 이모도 도둑년이었다. 그러니 같은 패거리인 백설아 너도 도둑""이라며 막말을 이어갔다. ",1
54,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">[스타뉴스 | 정은채 기자] <span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/108/2024/09/04/0003263578_001_20240904201816489.jpg?type=w647""/></span></span><em class=""img_desc"">/사진='스캔들' 방송화면 캡쳐</em></span>'스캔들' 한채영이 스폰서 리스트를 김규선에게 전달했다.",1
55,4일 방송된 KBS 2TV 일일드라마 '스캔들'에서는 민주련(김규선 분)이 문정인(한채영 분)의 지시를 받아 한 인쇄물을 프린트한 장면이 그려졌다.,1
56,"이를 목격한 김석기(진주형 분)이  ""뭔데?""라고 물었지만 민주련은 수상한 표정으로 답하지 않은 채 문정인의 방으로 들어갔다.",1
57,"이에 김석기는 프린터기 기능을 활용해 민주련이 방금 출력한 인쇄물을 재인쇄했다. 해당 인쇄물에는 각 정재계 인물의 연락처와 직책이 리스트업 되어 있었고, 김석기는 큰 충격을 받았다.",1
58,"한편, 문정인은 민주련에게 스폰서 리스트를 전달하며 ""잘 봐둬. 이게 언젠가 큰 자산이 될 수 있어. (네가) 세상을 아직 잘 몰라""라고 비릿한 미소를 지어 보였다.",1
59,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150394_001_20240904201015622.jpg?type=w647""/></span></span></span>",1
60,[OSE=연휘선 기자] 배우 현빈과 김삼순의 풋풋했던 시절이 '내 이름은 김삼순' 2024년 버전으로 재탄생한다. ,1
61,오는 6일 웨이브에서 드라마 '내 이름은 김삼순' 2024년 버전이 공개된다. K-드라마 라이브러리를 가장 많이 보유한 웨이브가 진행하는 '뉴클래식(New Classic) 프로젝트’의 포문을 열 '감독판 내 이름은 김삼순 2024 (4K)' 8부작 전편이 공개되는 것이다. ,1
62,"이에 4일 웨이브 측은 2024년에도 여전한 이 땅의 삼순이들을 위해, 파티시에 김삼순이 전하는 건강한 메시지와 업그레이드된 달콤한 맛을 미리 살펴보고 관전 포인트4를 밝혔다.",1
63,"<strong># 그 시절 과몰입했던 시청자부터, 새롭게 작품을 접할 뉴비까지, 전세대를 아우르는 근본있는 신작의 힘</strong>",1
64,"2005년, 우리가 ‘김삼순’을 사랑했던 이유가 있었다. 그녀는 뭐 하나 뛰어난 것도 없고, 가진 것도 많지 않지만, 누구보다 좋아하는 일을 열심히 하고, 사랑하는 감정에도 최선을 다하고 있는 이 땅의 삼순이에게 힘차게 살아갈 위로의 에너지를 선사했다. 그리고 19년이 지난 2024년에도 여전히 삼순이들이 이 땅에 살아가고 있다. '내 이름은 김삼순'은 여전히 그 삼순이들에게 좌절하지 말고 일어나 열렬히 살고 더 열렬히 사랑해보자 이야기한다. 김윤철 감독이 “김삼순이 다시 봐도 아주 낡은 사람은 아니라 안심했다”며, “새로운 세대들에게도 김삼순의 건강한 자신감이 전달되길 바란다”는 희망을 전한 이유였다. ",1
65,"이에 '감독판 내 이름은 김삼순 2024 (4K)'은 이 작품을 자신의 인생 로코로 꼽는 그 시절의 시청자들은 물론이고, 새롭게 접하게 될 ‘MZ 뉴비’ 시청자들에게도 김삼순의 건강한 힐링 에너지와 로코의 근본을 돌아볼 수 있는 즐거운 시간을 선사할 것으로 기대를 모은다. ",1
66,"<strong># 이토록 능력 있는 여자를 누가, 서른의 노처녀라 했나! 2024년에 다시 만난 ‘김삼순’</strong>",1
67,"'감독판 내 이름은 김삼순 2024 (4K)'은 ‘로코의 시발점’, ‘로코 레전드’, 그리고 ‘로코의 근본’이 된 원작을 김윤철 감독이 직접 2024년 버전으로 신작화한 작품이다. 김윤철 감독은 이 프로젝트에 참여하면서, 다음과 같은 원칙을 세웠다. ",1
68,"첫째, 오리지널 16부작을 훼손하지 않는 범위에서 8부작으로 축약한다. 그로 인해 곁가지로 뻗은 이야기들이 축소되었으나, 결과적으로 김삼순-현진헌의 일과 사랑에 더 집중할 수 있는 결과물이 나왔다. 이로써 스트리밍 플랫폼의 ‘서사 몰아보기’ 등에 익숙해진 현 세대의 트렌드에도 부응할 수 있게 됐다. 둘째, 당시에 통용됐던 대사와 행동, 소위 ‘클리셰’를 최대한 조심스럽게 편집했다. 셋째, 최근 시리즈의 트렌드처럼, 다음 회가 기대되는 ‘훅’이 있는 엔딩을 만들었다. ‘다음 회차 보기’를 터치하게 하는 엔딩 역시 2024년 버전에서 느낄 수 있는 ‘새로운 맛’이다. ",1
69,"<strong># 그리운 얼굴, 명배우 고(故) 여운계, 고(故) 김자옥의 명연기를 회고하는 의미 있는 시간</strong>",1
70,"무엇보다 이 작품을 통해 지금은 고인이  두 명배우의 연기를 접할 수 있다는 점은 의미가 깊다. 바로 현진헌(현빈 분)이 운영하는 프렌치 레스토랑 보나뻬띠의 지배인 역의 여운계, 그리고 김삼순(김선아 분)의 엄마 박봉숙 여사 역의 김자옥이다. ",1
71,"진헌이 철없는 행동을 보이거나 가슴의 상처 때문에 흔들릴 때마다 ‘진짜 어른’의 면모로 다잡아줬던 지배인 여운계, 그리고 속 썩이는 딸들에게 가차없이 ‘등짝 스매싱’을 날리다가도, 삼순이 힘들고 좌절할 때마다 든든한 언덕이 돼준 국민 엄마 김자옥의 명연기를 돌아볼 수 있는 뜻깊은 기회가 될 것이다. ",1
72,"김선아, 현빈, 정려원, 다니엘 헤니 등 지금은 대한민국 콘텐츠를 좌지우지하는 톱배우가 된 이들의 젊은 리즈 시절을 볼 수 있는 것은 물론이고, 조금만 더 심혈을 기울여 본다면, 유명 배우들이 단역으로 출연했던 그때 그 시절을 찾아낼 수 있는 즐거움도 있다. ",1
73,"<strong># 4K 업스케일링 → OST 리메이크, 눈으로 보고 귀로 듣는 즐거움도 업그레이드</strong>",1
74,"웨이브 측은 기술 개선을 더해 이용자들의 시청 몰입도 또한 높인다. SD로 제공되던 기존 콘텐츠 화질을 4K로 업스케일링 및 DI 리뉴얼 작업으로 시각적 즐거움을 더하고, 음질 개선, 자막 제공 등 콘텐츠 전반의 기술적 업그레이드를 통해 라이브러리를 최신작처럼 즐길 수 있도록 시청 편의성을 높인다. ",1
75,"대표 OST도 새롭게 찾아온다. “숨겨왔던 너의”로 시작과 동시에 김삼순과 현진헌의 설레는 로맨스 명장면이 기대되는 바로 그 곡, 클래지콰이의 'She is'는 이무진과 쏠(SOLE)의 듀엣으로 리메이크 된다. 'Be My Love'는 작·편곡가 겸 프로듀서 구름(고형석)이 편곡부터 가창까지 모두 참여한다. 이처럼 눈으로 보고 귀로 듣는 즐거움 모두 2024년 버전으로 업그레이드된 삼순이를 오는 6일, 정주행으로 만날 수 있다. ",1
76,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">임주은이 계류유산 진단을 받았다.",1
77,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/408/2024/09/04/0000234483_001_20240904202111693.jpg?type=w647""/></span></span></span><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/408/2024/09/04/0000234483_002_20240904202111712.jpg?type=w647""/></span></span></span><br style=""clear: both;""/>4일(수) 방송된 MBC 일일드라마 ‘용감무쌍 용수정’(기획 장재훈 / 극본 최연걸 / 연출 이민수, 김미숙 / 제작 MBC C&amp;I) 78회에서 주우진(권화운 분)이 최혜라(임주은 분)를 경멸하는 모습이 그려졌다.",1
78,앞서 몸 상태가 좋지 않던 최혜라는 병원에 갔다가 유산된 사실을 알았다. 집으로 돌아온 그는 참았던 눈물을 흘렸다. 이어 ‘지금 들키면 다 끝이야. 절대 안 들킬 거야’라며 유산 사실을 숨겼다.,1
79,주우진은 과거 최혜라의 만행으로 전처가 죽게 됐다고 생각했다. 그는 최혜라를 만나 “네가 지우를 꽃뱀으로 만들었잖아. 난 지우가 그런 애가 아니란 걸 알았어. 알면서도 화가 나더라고. 난 그 불쌍한 여자를 괴롭히고... 너 때문에!”라며 분노를 드러냈다.,1
80,"최혜라는 “무슨 소리 하는 거야?”라며 발뺌했다. 주우진은 “하민이도 유전자 검사부터 했다. 내 딸인지 확인하려고. 지우가 절대 그럴 일 없는 거 알면서”라고 한 후, “다 너 때문이야. 네가 날 이렇게 만들었어”라며 최혜라에게 원망을 쏟아냈다.",1
81,"시청자들은 각종 SNS와 포털 사이트를 통해 “아내 의심한 주우진도 잘못했지”, “진짜 살인범은 민경화?”, “문화재 환원이라니 용수정 복수 멋지다” 등의 반응을 보이고 있다.",1
82,"한편, ‘용감무쌍 용수정’은 현대판 거상 임상옥을 꿈꾸는 거침없는 상여자 용수정과 그녀에게 운명을 맡긴 악바리 짠돌이 여의주가 함께하는 화끈하고 통쾌한 로맨스 복수극으로 매주 평일 저녁 7시 5분에 방송된다.</div></article>",1
83,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">[스타뉴스 | 정은채 기자] <span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/108/2024/09/04/0003263561_001_20240904191108990.jpg?type=w647""/></span></span><em class=""img_desc"">/사진='A급 장영란' 영상화면 캡쳐</em></span>방송인 장영란이 아들 준우의 과잉보호에 대해 고민했다.",1
84,"4일 유튜브 채널 'A급 장영란'에는 장영란 아들 '혼자 '산속으로 보내버린 이유는?(인성교육,예절)'라는 제목의 영상이 올라왔다.",1
85,이날 장영란은 좋은 일이 생기면 감정이 들떠 몸을 잘 가누지 못하는 아들 준우에게 '느림의 미학'을 가르치고자 나 홀로 1박 2일 절에 보내기로 결심했다. ,1
86,"출가 당일, PD는 생애 처음으로 아들과 1박 2일 떨어지는 장영란에게 ""괜찮으시겠냐. 표정이 안 좋다. 군대 보내는 엄마 같다""라고 물었다.",1
87,"이에 장영란은 ""지금 걱정이 되는 건 사실이다. 얘가 의외로 알을 깨서 나오고 싶었는데 내가 나도 모르게 얘를 과잉보호한 건 아닌가 하는 생각을 해봤다""라며 ""나도 모르게 막내니까 초등학교 1, 2학년으로 대하는 것 같다""라고 고백했다. ",1
88,"이후 작별 직전까지 장영란은 ""제 옷은 화려해도 마음은 지금 심란하다""라며 아들 준우를 향한 걱정되는 마음을 숨기지 못했다.",1
89,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150211_001_20240904181811992.jpg?type=w647""/></span></span></span>",1
90,"[OSEN=최이정 기자] TV CHOSUN ‘DNA 러버’ 정인선-이태환-정유진이 시청자들의 폭발적인 호응에 발맞춰, 실제 ‘DNA 유전자 검사’ 결과를 전격 공개했다.",1
91,"TV CHOSUN 주말미니시리즈 ‘DNA 러버’(극본 정수미, 연출 성치욱, 제작 하이그라운드, 아이피박스미디어, 팬엔터테인먼트)는 ‘DNA 유전자가 운명의 짝을 알고 있다’라는 판타지를 가미한 기발한 소재와 진부한 클리셰를 과감하게 탈피한 신선한 로코 감성으로 색다른 재미를 선사, 중독성을 일으키고 있다.",1
92,"특히 ‘DNA 러버’에서는 ‘DNA 유전자 운명’에 대해 확신하는 한소진(정인선)이 자신을 치유하는 힐러 유전자를 가지고 있는 심연우(최시원)와 텔레파시 실험을 진행하는 모습이 담겨 흥미를 끌어올리고 있다. 더욱이 ‘유전자 검사’는 성향과 성격을 중점으로 다루는 MBTI보다 자신의 타고난 유전적 특성을 세밀하게 파악할 수 있다는 점에서 숨겨진 ‘진짜 나 자신’을 알게 되는 방법으로서 요즘 대세로 떠오르고 있는 상황. 시청자들은 “저도 DNA 유전자 실험하고 싶어요”, “유전자 검사하면 진짜 딱 맞는 운명의 짝을 만날 수 있을까요?”라고 한소진이 운명의 짝을 찾는데 활용하는 DNA 유전자 검사와 유전자 실험에 대해 궁금증을 쏟아내고 있다.",1
93,"이와 관련 직접 ‘유전자 검사’에 나선 정인선-이태환-정유진이 본인의 분석 결과 일부를 공개해 이목을 집중시키고 있다. 먼저 정인선은 유전자를 검사한 결과, 잠을 자는 동안 아무런 문제가 없이 숙면을 취하고, 생체 리듬 상 ‘아침형 인간’으로 분석됐다. 또한 근지구력과 단거리질주능력(순발력)이 뛰어나고, 항산화(유해한 활성산소 제거능력)에서 높은 경향을 지니고 있다는 유전자 특성이 도출돼 정인선의 맑고 깨끗한 피부를 떠오르게 했다.",1
94,"이태환은 비만이 될 가능성이 낮은 경향을 지녔다는 유전자 분석 결과가 나왔다. 특히 노화로 인해 퇴행성 관절염증이 발병할 가능성이 낮으며, 특이하게 멀미를 할 가능성이 낮은 유전자를 가지고 있어 장거리 여행에 수월하다는 분석이 나와 이태환이 지닌 우월한 기럭지와 듬직한 피지컬의 이유를 짐작케 했다.",1
